scenario,model,mrr_recomputed,hits1_recomputed,hits3_recomputed,nll_recomputed,mrr_paper,hits1_paper,hits3_paper,nll_paper,mrr_abs_error,hits1_abs_error,hits3_abs_error,nll_abs_error
virtual,VCCV_Full,0.6251028806584362,0.4012345679012346,0.8395061728395061,13.466649277123713,0.6032685263454495,0.3609467455621302,0.8106508875739645,13.491241962122368,0.021834354312986748,0.040287822339104384,0.028855285265541597,0.0245926849986553
virtual,DTI_Prior_Only,0.015594065320287946,0.002917341977309562,0.006482982171799027,12.700550039520511,0.019743307838551,0.0058346839546191,0.0155591572123176,12.681748207603116,0.004149242518263055,0.002917341977309538,0.009076175040518573,0.018801831917395262
virtual,Nearest_ObservedDo,0.0575423374542825,0.02301458670988655,0.06482982171799027,12.526665434791678,0.0620795560943326,0.0275526742301458,0.0703403565640194,12.5035757037783,0.004537218640050099,0.004538087520259252,0.005510534846029119,0.02308973101337841
virtual,Nearest_VirtualDo,0.028075172669337047,0.014586709886547812,0.039222042139384114,13.879763506746016,0.0269620034676751,0.013290113452188,0.0376012965964343,13.876259150889725,0.0011131692016619482,0.0012965964343598126,0.0016207455429498169,0.0035043558562914967
virtual,No_Align_Ablation,0.03353631336548585,0.021717990275526743,0.04343598055105349,13.879759037026806,0.0290323129528954,0.0165316045380875,0.0392220421393841,13.876258314333024,0.004504000412590449,0.005186385737439243,0.0042139384116693865,0.003500722693782876
virtual,Null_Only,1.0000000000000003e-09,0.0,0.0,12.134903395003933,1.0000000000000003e-09,0.0,0.0,12.134903395003931,0.0,0.0,0.0,1.7763568394002505e-15
