scenario,model,mrr,hits1,hits3,nll
virtual,VCCV_Full,0.6032685263454495,0.3609467455621302,0.8106508875739645,13.491241962122368
virtual,Nearest_ObservedDo,0.0620795560943326,0.0275526742301458,0.0703403565640194,12.5035757037783
virtual,No_Align_Ablation,0.0290323129528954,0.0165316045380875,0.0392220421393841,13.876258314333024
virtual,Nearest_VirtualDo,0.0269620034676751,0.013290113452188,0.0376012965964343,13.876259150889725
virtual,DTI_Prior_Only,0.019743307838551,0.0058346839546191,0.0155591572123176,12.681748207603116
virtual,Null_Only,1.0000000000000003e-09,0.0,0.0,12.134903395003931
